Unnamed: 0,DateTime,Open,High,Low,Close,Volume
0.0,2007-05-04,94464000.0,96768000.0,93312000.0,95040000.0,7
1.0,2007-05-07,100800000.0,100800000.0,95328000.0,99648000.0,21
2.0,2007-05-08,99360000.0,102240000.0,96192000.0,101376000.0,14
3.0,2007-05-09,102240000.0,105408000.0,101088000.0,103680000.0,10
4.0,2007-05-10,103968000.0,105408000.0,95328000.0,95328000.0,10
5.0,2007-05-11,94752000.0,109440000.0,91872000.0,92448000.0,7
6.0,2007-05-14,92448000.0,93312000.0,86400000.0,87552000.0,7
7.0,2007-05-15,88416000.0,90144000.0,84096000.0,85536000.0,24
8.0,2007-05-16,85536000.0,86400000.0,81504000.0,82944000.0,11
9.0,2007-05-17,83520000.0,88416000.0,82368000.0,84096000.0,9
10.0,2007-05-18,86400000.0,87552000.0,84096000.0,87264000.0,10
11.0,2007-05-21,88128000.0,88128000.0,85248000.0,86112000.0,10
12.0,2007-05-22,85248000.0,85536000.0,82656000.0,82656000.0,10
13.0,2007-05-23,82656000.0,83520000.0,79776000.0,81504000.0,13
14.0,2007-05-24,80928000.0,81216000.0,77472000.0,78336000.0,10
15.0,2007-05-25,77760000.0,79776000.0,77184000.0,77760000.0,13
16.0,2007-05-29,78336000.0,80064000.0,77760000.0,79488000.0,10
17.0,2007-05-30,78048000.0,78912000.0,77472000.0,78624000.0,6
18.0,2007-05-31,78912000.0,78912000.0,77472000.0,78048000.0,13
19.0,2007-06-01,79776000.0,79776000.0,75456000.0,77760000.0,12
20.0,2007-06-04,77184000.0,77760000.0,75168000.0,75168000.0,10
21.0,2007-06-05,74880000.0,74880000.0,72288000.0,73152000.0,11
22.0,2007-06-06,72864000.0,73728000.0,71424000.0,72864000.0,14
23.0,2007-06-07,72864000.0,73728000.0,69984000.0,71712000.0,24
24.0,2007-06-08,72288000.0,74016000.0,68544000.0,73440000.0,18
25.0,2007-06-11,73440000.0,74304000.0,72000000.0,74016000.0,10
26.0,2007-06-12,74592000.0,74592000.0,71136000.0,71424000.0,9
27.0,2007-06-13,71712000.0,73440000.0,71136000.0,72864000.0,7
28.0,2007-06-14,72864000.0,72864000.0,71136000.0,71136000.0,10
29.0,2007-06-15,76608000.0,80928000.0,72000000.0,73440000.0,16
30.0,2007-06-18,73440000.0,73728000.0,71712000.0,72864000.0,7
31.0,2007-06-19,72288000.0,73728000.0,70848000.0,72288000.0,8
32.0,2007-06-20,71712000.0,72288000.0,70272000.0,70848000.0,8
33.0,2007-06-21,70272000.0,72288000.0,67104000.0,72288000.0,18
34.0,2007-06-22,72288000.0,72288000.0,69984000.0,70560000.0,175
35.0,2007-06-25,71712000.0,72288000.0,69696000.0,69696000.0,8
36.0,2007-06-26,71136000.0,74016000.0,69984000.0,72000000.0,13
37.0,2007-06-27,72576000.0,74016000.0,71424000.0,72864000.0,13
38.0,2007-06-28,73440000.0,82944000.0,71712000.0,82944000.0,27
39.0,2007-06-29,83520000.0,83520000.0,78336000.0,79488000.0,16
40.0,2007-07-02,80064000.0,80928000.0,72288000.0,74304000.0,14
41.0,2007-07-03,75744000.0,78336000.0,73440000.0,75744000.0,5
42.0,2007-07-05,76320000.0,76896000.0,74016000.0,74016000.0,10
43.0,2007-07-06,75168000.0,76032000.0,74016000.0,76032000.0,10
44.0,2007-07-09,75456000.0,77760000.0,74016000.0,74880000.0,13
45.0,2007-07-10,74880000.0,74880000.0,72000000.0,72288000.0,16
46.0,2007-07-11,72864000.0,76896000.0,71424000.0,76896000.0,27
47.0,2007-07-12,76608000.0,77181120.0,72288000.0,73440000.0,15
48.0,2007-07-13,73728000.0,74880000.0,73440000.0,74592000.0,6
49.0,2007-07-16,74592000.0,74592000.0,73152000.0,73440000.0,5
50.0,2007-07-17,74304000.0,74304000.0,72576000.0,73008000.0,5
51.0,2007-07-18,72866880.0,73152000.0,72000000.0,72576000.0,2
52.0,2007-07-19,72576000.0,73152000.0,71712000.0,72000000.0,10
53.0,2007-07-20,73152000.0,73152000.0,71712000.0,72864000.0,4
54.0,2007-07-23,72576000.0,73152000.0,71424000.0,72000000.0,8
55.0,2007-07-24,72000000.0,73440000.0,70848000.0,71712000.0,5
56.0,2007-07-25,72288000.0,74880000.0,71136000.0,72576000.0,7
57.0,2007-07-26,72000000.0,74304000.0,71136000.0,72000000.0,6
58.0,2007-07-27,72000000.0,74880000.0,71136000.0,74016000.0,8
59.0,2007-07-30,75168000.0,75744000.0,72288000.0,74880000.0,10
60.0,2007-07-31,69696000.0,72000000.0,64800000.0,68256000.0,35
61.0,2007-08-01,67680000.0,69696000.0,64800000.0,68544000.0,10
62.0,2007-08-02,69120000.0,69120000.0,63648000.0,64800000.0,7
63.0,2007-08-03,65664000.0,65664000.0,64224000.0,64800000.0,4
64.0,2007-08-06,64512000.0,65088000.0,61056000.0,63072000.0,7
65.0,2007-08-07,63360000.0,64800000.0,62208000.0,64800000.0,6
66.0,2007-08-08,64800000.0,70272000.0,62208000.0,68256000.0,10
67.0,2007-08-09,66240000.0,69120000.0,64512000.0,69120000.0,6
68.0,2007-08-10,68544000.0,68832000.0,64800000.0,66530880.0,5
69.0,2007-08-13,66816000.0,67392000.0,64512000.0,64512000.0,4
